Movement	2016-10-20 09:43:00
Movement	2016-10-20 09:46:00
Movement	2016-10-20 09:48:00
Movement	2016-10-20 09:50:00
Movement	2016-10-20 09:51:00
Movement	2016-10-20 09:52:00
Movement	2016-10-20 09:54:00
Movement	2016-10-20 09:54:00
Closed	2016-10-20 09:54:00
Movement	2016-10-20 09:55:00
Movement	2016-10-20 09:57:00
Movement	2016-10-20 09:57:00
Movement	2016-10-20 09:58:00
Movement	2016-10-20 09:58:00
Movement	2016-10-20 09:59:00
Movement	2016-10-20 09:59:00
Movement	2016-10-20 09:59:00
Movement	2016-10-20 09:59:00
Movement	2016-10-20 10:00:00
Movement	2016-10-20 10:01:00
Movement	2016-10-20 10:02:00
Movement	2016-10-20 10:02:00
Movement	2016-10-20 10:03:00
Movement	2016-10-20 10:03:00
Movement	2016-10-20 10:03:00
Movement	2016-10-20 10:04:00
Movement	2016-10-20 10:04:00
Movement	2016-10-20 10:04:00
Movement	2016-10-20 10:06:00
Movement	2016-10-20 10:07:00
Movement	2016-10-20 10:08:00
Movement	2016-10-20 10:09:00
Movement	2016-10-20 10:09:00
Movement	2016-10-20 10:10:00
Movement	2016-10-20 10:11:00
Movement	2016-10-20 10:12:00
Movement	2016-10-20 10:13:00
Movement	2016-10-20 10:13:00
Movement	2016-10-20 10:13:00
Movement	2016-10-20 10:14:00
Movement	2016-10-20 10:15:00
Movement	2016-10-20 10:15:00
Movement	2016-10-20 10:16:00
Movement	2016-10-20 10:16:00
Movement	2016-10-20 10:16:00
Movement	2016-10-20 10:17:00
Open	2016-10-20 10:18:00
Closed	2016-10-20 10:18:00
Open	2016-10-21 04:13:00
Closed	2016-10-21 04:13:00
Open	2016-10-21 11:44:00
Movement	2016-10-21 11:44:00
Closed	2016-10-21 11:44:00
Movement	2016-10-21 11:44:00
Open	2016-10-21 11:44:00
Closed	2016-10-21 11:44:00
Open	2016-10-21 12:15:00
Movement	2016-10-21 12:15:00
Closed	2016-10-21 12:15:00
Movement	2016-10-21 12:16:00
Movement	2016-10-21 12:17:00
Movement	2016-10-21 12:17:00
Movement	2016-10-21 12:18:00
Movement	2016-10-21 12:19:00
Movement	2016-10-21 12:20:00
Movement	2016-10-21 12:20:00
Movement	2016-10-21 12:25:00
Movement	2016-10-21 12:25:00
Movement	2016-10-21 12:26:00
Movement	2016-10-21 12:26:00
Movement	2016-10-21 12:27:00
Movement	2016-10-21 12:27:00
Movement	2016-10-21 12:28:00
Movement	2016-10-21 12:31:00
Movement	2016-10-21 12:32:00
Movement	2016-10-21 12:33:00
Movement	2016-10-21 12:33:00
Movement	2016-10-21 12:34:00
Movement	2016-10-21 12:35:00
Movement	2016-10-21 12:36:00
Movement	2016-10-21 12:36:00
Movement	2016-10-21 12:37:00
Movement	2016-10-21 12:39:00
Movement	2016-10-21 12:45:00
Movement	2016-10-21 12:46:00
Movement	2016-10-21 12:48:00
Closed	2016-10-21 12:48:00
Open	2016-10-21 12:48:00
Closed	2016-10-21 12:48:00
Movement	2016-10-21 12:54:00
Closed	2016-10-21 12:54:00
Movement	2016-10-21 12:55:00
Movement	2016-10-21 12:55:00
Movement	2016-10-21 12:55:00
Movement	2016-10-21 12:56:00
Movement	2016-10-21 12:56:00
Movement	2016-10-21 12:57:00
Movement	2016-10-21 12:58:00
Movement	2016-10-21 01:00:00
Movement	2016-10-21 01:01:00
Movement	2016-10-21 01:02:00
Movement	2016-10-21 01:02:00
Movement	2016-10-21 01:03:00
Movement	2016-10-21 01:05:00
Movement	2016-10-21 01:09:00
Movement	2016-10-21 01:11:00
Movement	2016-10-21 01:11:00
Movement	2016-10-21 01:12:00
Movement	2016-10-21 01:13:00
Movement	2016-10-21 01:13:00
Movement	2016-10-21 01:16:00
Movement	2016-10-21 01:16:00
Movement	2016-10-21 01:17:00
Movement	2016-10-21 01:17:00
Movement	2016-10-21 01:17:00
Movement	2016-10-21 01:18:00
Movement	2016-10-21 01:20:00
Open	2016-10-21 01:20:00
Closed	2016-10-21 01:20:00
Open	2016-10-21 01:21:00
Closed	2016-10-21 01:21:00
Open	2016-10-21 01:21:00
Movement	2016-10-21 01:21:00
Closed	2016-10-21 01:21:00
Open	2016-10-21 01:22:00
Movement	2016-10-21 01:23:00
Closed	2016-10-21 01:23:00
Movement	2016-10-21 01:23:00
Movement	2016-10-21 01:24:00
Open	2016-10-21 01:24:00
Closed	2016-10-21 01:25:00
Movement	2016-10-21 01:26:00
Movement	2016-10-21 01:26:00
Movement	2016-10-21 01:27:00
Movement	2016-10-21 01:27:00
Movement	2016-10-21 01:28:00
Movement	2016-10-21 01:29:00
Closed	2016-10-21 01:29:00
Movement	2016-10-21 01:30:00
Movement	2016-10-21 01:31:00
Movement	2016-10-21 01:32:00
Movement	2016-10-21 01:32:00
Movement	2016-10-21 01:32:00
Movement	2016-10-21 01:35:00
Movement	2016-10-21 01:36:00
Movement	2016-10-21 01:38:00
Movement	2016-10-21 01:38:00
Movement	2016-10-21 01:39:00
Movement	2016-10-21 01:41:00
Movement	2016-10-21 01:41:00
Movement	2016-10-21 01:42:00
Movement	2016-10-21 01:43:00
Movement	2016-10-21 01:43:00
Movement	2016-10-21 01:44:00
Movement	2016-10-21 01:45:00
Movement	2016-10-21 01:46:00
Movement	2016-10-21 01:47:00
Movement	2016-10-21 01:47:00
Movement	2016-10-21 01:47:00
Movement	2016-10-21 01:48:00
Movement	2016-10-21 01:48:00
Movement	2016-10-21 01:49:00
Movement	2016-10-21 01:50:00
Movement	2016-10-21 01:51:00
Movement	2016-10-21 01:51:00
Movement	2016-10-21 01:52:00
Movement	2016-10-21 01:52:00
Movement	2016-10-21 01:52:00
Open	2016-10-21 01:53:00
Closed	2016-10-21 01:53:00
Movement	2016-10-21 01:53:00
Movement	2016-10-21 01:54:00
Movement	2016-10-21 01:55:00
Movement	2016-10-21 01:55:00
Movement	2016-10-21 01:56:00
Movement	2016-10-21 01:56:00
Movement	2016-10-21 01:56:00
Movement	2016-10-21 01:57:00
Movement	2016-10-21 01:58:00
Movement	2016-10-21 02:02:00
Movement	2016-10-21 02:03:00
Movement	2016-10-21 02:04:00
Movement	2016-10-21 02:04:00
Movement	2016-10-21 02:05:00
Movement	2016-10-21 02:06:00
Movement	2016-10-21 02:06:00
Movement	2016-10-21 02:08:00
Movement	2016-10-21 02:09:00
Movement	2016-10-21 02:12:00
Movement	2016-10-21 02:13:00
Open	2016-10-21 02:13:00
Closed	2016-10-21 02:13:00
Movement	2016-10-21 02:13:00
Movement	2016-10-21 02:13:00
Open	2016-10-21 02:13:00
Closed	2016-10-21 02:14:00
Movement	2016-10-21 02:15:00
Movement	2016-10-21 02:16:00
Movement	2016-10-21 02:16:00
Open	2016-10-21 02:24:00
Movement	2016-10-21 02:25:00
Closed	2016-10-21 02:25:00
Movement	2016-10-21 02:25:00
Movement	2016-10-21 02:26:00
Movement	2016-10-21 02:27:00
Movement	2016-10-21 02:28:00
Movement	2016-10-21 02:29:00
Movement	2016-10-21 02:29:00
Movement	2016-10-21 02:29:00
Open	2016-10-21 02:31:00
Movement	2016-10-21 02:31:00
Closed	2016-10-21 02:31:00
Movement	2016-10-21 02:32:00
Movement	2016-10-21 02:33:00
Movement	2016-10-21 02:34:00
Movement	2016-10-21 02:34:00
Movement	2016-10-21 02:36:00
Movement	2016-10-21 02:38:00
Movement	2016-10-21 02:38:00
Movement	2016-10-21 02:38:00
Movement	2016-10-21 02:39:00
Movement	2016-10-21 02:40:00
Movement	2016-10-21 02:41:00
Movement	2016-10-21 02:49:00
Movement	2016-10-21 02:50:00
Open	2016-10-21 02:50:00
Movement	2016-10-21 02:51:00
Closed	2016-10-21 02:51:00
Movement	2016-10-21 02:52:00
Movement	2016-10-21 02:52:00
Movement	2016-10-21 02:53:00
Movement	2016-10-21 02:54:00
Movement	2016-10-21 02:55:00
Movement	2016-10-21 02:55:00
Movement	2016-10-21 02:57:00
Movement	2016-10-21 02:57:00
Movement	2016-10-21 02:58:00
Open	2016-10-21 02:58:00
Movement	2016-10-21 02:59:00
Closed	2016-10-21 02:59:00
Closed	2016-10-21 02:59:00
Movement	2016-10-21 02:59:00
Movement	2016-10-21 03:01:00
Movement	2016-10-21 03:02:00
Movement	2016-10-21 03:02:00
Open	2016-10-21 03:02:00
Movement	2016-10-21 03:02:00
Closed	2016-10-21 03:02:00
Movement	2016-10-21 03:03:00
Movement	2016-10-21 03:03:00
Movement	2016-10-21 03:03:00
Movement	2016-10-21 03:04:00
Movement	2016-10-21 03:05:00
Movement	2016-10-21 03:05:00
Movement	2016-10-21 03:06:00
Movement	2016-10-21 03:06:00
Movement	2016-10-21 03:06:00
Movement	2016-10-21 03:07:00
Movement	2016-10-21 03:07:00
Movement	2016-10-21 03:07:00
Movement	2016-10-21 03:08:00
Closed	2016-10-21 03:08:00
Movement	2016-10-21 03:09:00
Movement	2016-10-21 03:10:00
Movement	2016-10-21 03:11:00
Movement	2016-10-21 03:11:00
Movement	2016-10-21 03:12:00
Movement	2016-10-21 03:13:00
Movement	2016-10-21 03:13:00
Movement	2016-10-21 03:13:00
Movement	2016-10-21 03:14:00
Movement	2016-10-21 03:15:00
Movement	2016-10-21 03:15:00
Movement	2016-10-21 03:15:00
Movement	2016-10-21 03:16:00
Movement	2016-10-21 03:16:00
Movement	2016-10-21 03:17:00
Movement	2016-10-21 03:18:00
Movement	2016-10-21 03:18:00
Movement	2016-10-21 03:21:00
Open	2016-10-21 03:22:00
Closed	2016-10-21 03:23:00
Movement	2016-10-21 03:23:00
Movement	2016-10-21 03:24:00
Movement	2016-10-21 03:24:00
Movement	2016-10-21 03:25:00
Movement	2016-10-21 03:25:00
Movement	2016-10-21 03:26:00
Movement	2016-10-21 03:26:00
Movement	2016-10-21 03:28:00
Open	2016-10-21 03:29:00
Closed	2016-10-21 03:29:00
Movement	2016-10-21 03:29:00
Movement	2016-10-21 03:29:00
Movement	2016-10-21 03:32:00
Movement	2016-10-21 03:33:00
Movement	2016-10-21 03:33:00
Movement	2016-10-21 03:34:00
Movement	2016-10-21 03:36:00
Movement	2016-10-21 03:37:00
Movement	2016-10-21 03:37:00
Movement	2016-10-21 03:38:00
Movement	2016-10-21 03:38:00
Movement	2016-10-21 03:39:00
Movement	2016-10-21 03:43:00
Open	2016-10-21 03:44:00
Closed	2016-10-21 03:45:00
Open	2016-10-21 03:45:00
Closed	2016-10-21 03:45:00
Open	2016-10-21 03:45:00
Closed	2016-10-21 03:45:00
Open	2016-10-21 03:46:00
Closed	2016-10-21 03:46:00
Movement	2016-10-21 03:46:00
Open	2016-10-21 03:46:00
Closed	2016-10-21 03:47:00
Closed	2016-10-21 03:47:00
Movement	2016-10-21 03:47:00
Movement	2016-10-21 03:47:00
Movement	2016-10-21 03:48:00
Movement	2016-10-21 03:48:00
Movement	2016-10-21 03:49:00
Movement	2016-10-21 03:51:00
Open	2016-10-21 03:51:00
Movement	2016-10-21 03:51:00
Open	2016-10-21 03:54:00
Closed	2016-10-21 03:54:00
Movement	2016-10-21 03:57:00
Open	2016-10-21 03:57:00
Closed	2016-10-21 03:57:00
Open	2016-10-21 03:57:00
Closed	2016-10-21 03:57:00
Open	2016-10-21 03:57:00
Closed	2016-10-21 03:57:00
Open	2016-10-21 04:01:00
Closed	2016-10-21 04:01:00
Open	2016-10-21 04:01:00
Closed	2016-10-21 04:01:00
Movement	2016-10-21 04:02:00
Open	2016-10-21 04:04:00
Closed	2016-10-21 04:04:00
Movement	2016-10-21 04:05:00
Open	2016-10-21 04:06:00
Closed	2016-10-21 04:06:00
Movement	2016-10-21 04:07:00
Movement	2016-10-21 04:09:00
Movement	2016-10-21 04:10:00
Movement	2016-10-21 04:12:00
Movement	2016-10-21 04:12:00
Movement	2016-10-21 04:16:00
Movement	2016-10-21 04:17:00
Open	2016-10-21 04:18:00
Closed	2016-10-21 04:18:00
Open	2016-10-21 04:18:00
Closed	2016-10-21 04:19:00
Open	2016-10-21 04:20:00
Closed	2016-10-21 04:20:00
Movement	2016-10-21 04:20:00
Movement	2016-10-21 04:21:00
Movement	2016-10-21 04:24:00
Movement	2016-10-21 04:24:00
Movement	2016-10-21 04:24:00
Movement	2016-10-21 04:25:00
Movement	2016-10-21 04:27:00
Movement	2016-10-21 04:28:00
Movement	2016-10-21 04:30:00
Movement	2016-10-21 04:30:00
Movement	2016-10-21 04:31:00
Movement	2016-10-21 04:31:00
Movement	2016-10-21 04:32:00
Movement	2016-10-21 04:33:00
Movement	2016-10-21 04:34:00
Movement	2016-10-21 04:35:00
Movement	2016-10-21 04:35:00
Movement	2016-10-21 04:36:00
Movement	2016-10-21 04:36:00
Movement	2016-10-21 04:37:00
Movement	2016-10-21 04:38:00
Movement	2016-10-21 04:39:00
Movement	2016-10-21 04:39:00
Movement	2016-10-21 04:40:00
Movement	2016-10-21 04:40:00
Movement	2016-10-21 04:41:00
Movement	2016-10-21 04:41:00
Movement	2016-10-21 04:42:00
Movement	2016-10-21 04:43:00
Movement	2016-10-21 04:44:00
Movement	2016-10-21 04:45:00
Movement	2016-10-21 04:46:00
Movement	2016-10-21 04:46:00
Movement	2016-10-21 04:48:00
Movement	2016-10-21 04:48:00
Open	2016-10-21 04:48:00
Movement	2016-10-21 04:48:00
Movement	2016-10-21 04:49:00
Movement	2016-10-21 04:49:00
Movement	2016-10-21 04:49:00
Movement	2016-10-21 04:50:00
Movement	2016-10-21 04:51:00
Movement	2016-10-21 04:51:00
Movement	2016-10-21 04:53:00
Movement	2016-10-21 04:53:00
Movement	2016-10-21 04:53:00
Movement	2016-10-21 04:54:00
Movement	2016-10-21 04:54:00
Movement	2016-10-21 04:55:00
Movement	2016-10-21 04:56:00
Movement	2016-10-21 04:56:00
Movement	2016-10-21 04:56:00
Movement	2016-10-21 04:57:00
Movement	2016-10-21 04:57:00
Movement	2016-10-21 04:58:00
Movement	2016-10-21 04:58:00
Movement	2016-10-21 04:58:00
Movement	2016-10-21 04:59:00
Movement	2016-10-21 05:00:00
Movement	2016-10-21 05:00:00
Movement	2016-10-21 05:01:00
Movement	2016-10-21 05:01:00
Movement	2016-10-21 05:01:00
Movement	2016-10-21 05:02:00
Movement	2016-10-21 05:02:00
Movement	2016-10-21 05:03:00
Movement	2016-10-21 05:04:00
Movement	2016-10-21 05:05:00
Movement	2016-10-21 05:05:00
Movement	2016-10-21 05:06:00
Movement	2016-10-21 05:06:00
Movement	2016-10-21 05:07:00
Movement	2016-10-21 05:07:00
Movement	2016-10-21 05:08:00
Movement	2016-10-21 05:12:00
Movement	2016-10-21 05:12:00
Movement	2016-10-21 05:12:00
Movement	2016-10-21 05:12:00
Movement	2016-10-21 05:13:00
Movement	2016-10-21 05:13:00
Movement	2016-10-21 05:14:00
Movement	2016-10-21 05:14:00
Movement	2016-10-21 05:14:00
Movement	2016-10-21 05:15:00
Movement	2016-10-21 05:15:00
Movement	2016-10-21 05:16:00
Movement	2016-10-21 05:16:00
Movement	2016-10-21 05:16:00
Movement	2016-10-21 05:17:00
Movement	2016-10-21 05:17:00
Movement	2016-10-21 05:18:00
Movement	2016-10-21 05:18:00
Movement	2016-10-21 05:19:00
Movement	2016-10-21 05:20:00
Movement	2016-10-21 05:21:00
Movement	2016-10-21 05:21:00
Movement	2016-10-21 05:21:00
Movement	2016-10-21 05:21:00
Movement	2016-10-21 05:24:00
Movement	2016-10-21 05:24:00
Movement	2016-10-21 05:25:00
Movement	2016-10-21 05:26:00
Movement	2016-10-21 05:27:00
Movement	2016-10-21 05:28:00
Movement	2016-10-21 05:29:00
Movement	2016-10-21 05:29:00
Movement	2016-10-21 05:30:00
Open	2016-10-21 05:30:00
Closed	2016-10-21 05:30:00
Movement	2016-10-21 05:31:00
Movement	2016-10-21 05:32:00
Movement	2016-10-21 05:32:00
Movement	2016-10-21 05:33:00
Movement	2016-10-21 05:33:00
Movement	2016-10-21 05:34:00
Movement	2016-10-21 05:34:00
Movement	2016-10-21 05:35:00
Movement	2016-10-21 05:35:00
Movement	2016-10-21 05:35:00
Movement	2016-10-21 05:35:00
Movement	2016-10-21 05:36:00
Movement	2016-10-21 05:37:00
Movement	2016-10-21 05:38:00
Movement	2016-10-21 05:39:00
Movement	2016-10-21 05:39:00
Movement	2016-10-21 05:39:00
Movement	2016-10-21 05:40:00
Movement	2016-10-21 05:40:00
Movement	2016-10-21 05:41:00
Movement	2016-10-21 05:41:00
Movement	2016-10-21 05:42:00
Open	2016-10-21 05:42:00
Closed	2016-10-21 05:42:00
Movement	2016-10-21 05:43:00
Movement	2016-10-21 05:43:00
Movement	2016-10-21 05:44:00
Movement	2016-10-21 05:44:00
Movement	2016-10-21 05:45:00
Movement	2016-10-21 05:45:00
Movement	2016-10-21 05:46:00
Movement	2016-10-21 05:46:00
Movement	2016-10-21 05:47:00
Movement	2016-10-21 05:47:00
Movement	2016-10-21 05:48:00
Movement	2016-10-21 05:49:00
Open	2016-10-21 05:50:00
Closed	2016-10-21 05:51:00
Open	2016-10-21 05:51:00
Closed	2016-10-21 05:52:00
Open	2016-10-21 05:52:00
Closed	2016-10-21 05:52:00
Closed	2016-10-21 05:53:00
Open	2016-10-24 01:49:00
Movement	2016-10-24 01:49:00
Movement	2016-10-24 01:50:00
Closed	2016-10-24 01:50:00
Movement	2016-10-24 01:46:00
Closed	2016-10-24 01:46:00
Movement	2016-10-24 01:46:00
Open	2016-10-24 01:46:00
Closed	2016-10-24 01:47:00
Open	2016-10-24 02:13:00
Closed	2016-10-24 02:13:00
Movement	2016-10-24 02:14:00
Closed	2016-10-24 02:14:00
Open	2016-10-24 02:38:00
Movement	2016-10-24 02:38:00
Closed	2016-10-24 02:39:00
Movement	2016-10-24 02:52:00
Closed	2016-10-24 02:52:00
Open	2016-10-24 02:51:00
Movement	2016-10-24 02:52:00
Movement	2016-10-24 02:53:00
Movement	2016-10-24 02:54:00
Movement	2016-10-24 02:54:00
Movement	2016-10-24 02:56:00
Movement	2016-10-24 02:56:00
Movement	2016-10-24 02:57:00
Movement	2016-10-24 02:57:00
Open	2016-10-24 02:58:00
Closed	2016-10-24 02:58:00
Open	2016-10-24 02:58:00
Closed	2016-10-24 02:59:00
Movement	2016-10-24 02:59:00
Movement	2016-10-24 03:00:00
Movement	2016-10-24 03:05:00
Movement	2016-10-24 03:33:00
Movement	2016-10-24 03:37:00
Movement	2016-10-24 03:42:00
Movement	2016-10-24 03:43:00
Movement	2016-10-24 03:57:00
Movement	2016-10-24 03:57:00
Movement	2016-10-24 04:08:00
Movement	2016-10-24 04:09:00
Movement	2016-10-24 04:11:00
Movement	2016-10-24 04:11:00
Movement	2016-10-24 04:12:00
Movement	2016-10-24 04:12:00
Movement	2016-10-24 04:16:00
Movement	2016-10-24 04:18:00
Movement	2016-10-24 04:18:00
Movement	2016-10-24 04:19:00
Movement	2016-10-24 04:20:00
Movement	2016-10-24 04:21:00
Movement	2016-10-24 04:22:00
Open	2016-10-24 04:22:00
Closed	2016-10-24 04:22:00
Movement	2016-10-24 05:45:00
Closed	2016-10-24 05:45:00
Movement	2016-10-24 05:45:00
Movement	2016-10-24 05:45:00
Movement	2016-10-24 05:46:00
Movement	2016-10-24 05:47:00
Movement	2016-10-24 05:48:00
Movement	2016-10-24 05:49:00
Movement	2016-10-24 05:50:00
Movement	2016-10-24 05:50:00
Movement	2016-10-24 05:51:00
Movement	2016-10-24 05:52:00
Movement	2016-10-24 05:52:00
Movement	2016-10-24 05:53:00
Movement	2016-10-24 05:53:00
Movement	2016-10-24 05:54:00
Movement	2016-10-24 05:54:00
Movement	2016-10-24 05:54:00
Movement	2016-10-24 05:55:00
Movement	2016-10-24 05:55:00
Open	2016-10-24 05:55:00
Closed	2016-10-24 05:55:00
Open	2016-10-24 05:58:00
Movement	2016-10-24 05:58:00
Closed	2016-10-24 05:58:00
Movement	2016-10-24 06:00:00
Movement	2016-10-24 06:00:00
Movement	2016-10-24 06:02:00
Movement	2016-10-24 06:03:00
Movement	2016-10-24 06:03:00
Movement	2016-10-24 06:10:00
Movement	2016-10-24 06:12:00
Movement	2016-10-24 06:13:00
Movement	2016-10-24 06:14:00
Movement	2016-10-24 06:15:00
Movement	2016-10-24 06:50:00
Movement	2016-10-24 06:50:00
Movement	2016-10-24 06:50:00
Open	2016-10-24 06:51:00
Closed	2016-10-24 06:51:00
Open	2016-10-25 01:43:00
Closed	2016-10-25 01:43:00
Movement	2016-10-25 10:27:00
Closed	2016-10-25 10:27:00
Movement	2016-10-25 10:29:00
Movement	2016-10-25 10:31:00
Movement	2016-10-25 10:32:00
Movement	2016-10-25 10:32:00
Movement	2016-10-25 10:35:00
Movement	2016-10-25 10:47:00
Movement	2016-10-25 11:39:00
Movement	2016-10-25 11:40:00
Movement	2016-10-25 11:41:00
Open	2016-10-25 11:41:00
Closed	2016-10-25 11:41:00
Open	2016-10-25 11:59:00
Movement	2016-10-25 11:59:00
Closed	2016-10-25 11:59:00
Movement	2016-10-25 12:00:00
Movement	2016-10-25 12:01:00
Movement	2016-10-25 12:01:00
Movement	2016-10-25 12:01:00
Movement	2016-10-25 12:02:00
Closed	2016-10-25 12:02:00
Open	2016-10-25 12:03:00
Movement	2016-10-25 12:04:00
Closed	2016-10-25 12:06:00
Movement	2016-10-25 12:07:00
Movement	2016-10-25 12:07:00
Open	2016-10-25 12:07:00
Closed	2016-10-25 12:08:00
Open	2016-10-25 01:18:00
Closed	2016-10-25 01:18:00
Movement	2016-10-25 01:19:00
Movement	2016-10-25 01:19:00
Movement	2016-10-25 01:20:00
Movement	2016-10-25 01:20:00
Movement	2016-10-25 01:20:00
Movement	2016-10-25 01:21:00
Movement	2016-10-25 01:22:00
Movement	2016-10-25 01:22:00
Open	2016-10-25 01:22:00
Closed	2016-10-25 01:22:00
Movement	2016-10-25 03:12:00
Closed	2016-10-25 03:12:00
Movement	2016-10-25 03:14:00
Movement	2016-10-25 03:14:00
Movement	2016-10-25 03:14:00
Movement	2016-10-25 03:15:00
Movement	2016-10-25 03:16:00
Open	2016-10-25 03:16:00
Closed	2016-10-25 03:16:00
Open	2016-10-25 03:20:00
Closed	2016-10-25 03:20:00
Movement	2016-10-25 03:21:00
Movement	2016-10-25 03:23:00
Movement	2016-10-25 03:24:00
Open	2016-10-25 03:27:00
Closed	2016-10-25 03:28:00
Movement	2016-10-25 03:29:00
Movement	2016-10-25 03:29:00
